,Word,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3,train_test
3733,staub,sttmb,stnnb,stgfb,stueb,steeb,stiob,Train
3734,biete,bqctp,bwqtb,btmtw,biito,beuta,boate,Train
3735,ruder,rxdvr,rrdgr,rhdhr,rodar,rader,radir,Train
3736,ruins,rrcns,rkkns,rbvns,roons,roans,riens,Train
3737,hing,hdng,hlng,hgng,hong,heng,heng,Train
3738,anbei,vnbdb,bnbrq,gnbny,anbii,unbao,enbea,Train
3739,mont,mxnt,mgnt,mtnt,ment,mant,munt,Train
3740,kit,kct,kct,kxt,ket,ket,ket,Test
3741,silo,sxlp,snll,snlt,salo,sulu,sulo,Train
3742,regle,rhglj,rgglp,rbglk,raglo,rogla,rigli,Train
3743,chrom,chrrm,chrcm,chrnm,chrum,chram,chrim,Test
3744,ahorn,zhrrn,thfrn,vhtrn,iharn,ehern,ahirn,Train
3745,flop,flfp,fljp,flvp,flep,flup,flep,Train
3746,necke,nsckw,nrckz,nrckj,nucki,nicku,nocko,Test
3747,ueber,tlblr,tnbxr,xdbcr,aubir,iibar,eubar,Test
3748,neu,nfn,ndv,nzb,nae,nau,nee,Test
3749,hemds,hlmds,hwmds,hkmds,himds,homds,homds,Test
3750,holde,hrldt,hjldt,hpldw,halda,hildu,heldu,Train
3751,arno,lrnx,xrnt,frnd,erne,arni,erno,Train
3752,dirk,dfrk,dyrk,dbrk,durk,dark,dark,Train
3753,armer,lrmkr,krmsr,drmdr,ermir,ermer,ermar,Test
3754,moiré,mjkré,mqpré,mwmré,mueré,mauré,meuré,Train
3755,ralph,rklph,rrlph,rslph,rilph,rolph,rilph,Train
3756,ast,sst,mst,fst,ust,ust,est,Train
3757,diebs,dqsbs,dtqbs,dlzbs,diubs,doebs,deabs,Train
3758,sumpf,srmpf,srmpf,sjmpf,sempf,simpf,simpf,Train
3759,slips,slhps,slqps,slqps,slaps,slups,slups,Train
3760,rosig,rnsrg,rhstg,rzshg,reseg,resag,rusig,Train
3761,euros,pkrss,vsrys,wqrts,oiras,oerus,uuris,Train
3762,aspik,cspdk,sspck,qsptk,espuk,uspak,ispuk,Train
3763,kur,kjr,kjr,kxr,kor,kar,ker,Train
3764,essen,nssnn,vssmn,wsscn,asson,assun,issun,Test
3765,torso,tlrsn,tprsn,twrsv,tarsa,turso,torsu,Test
3766,text,tdxt,tfxt,tvxt,toxt,toxt,tixt,Train
3767,maeh,mtlh,mghh,mwph,maih,mouh,muah,Train
3768,anale,dnlly,jnclw,rnhly,anela,anulu,onolo,Train
3769,punkt,pvnkt,pvnkt,pqnkt,pankt,pankt,pinkt,Train
3770,unrat,tnrdt,jnrkt,lnrnt,onrat,anrit,enrot,Train
3771,satyr,sntyr,sntyr,smtyr,sityr,sotyr,sutyr,Test
3772,adeln,ddpln,rdbln,rdpln,odaln,udeln,ediln,Test
3773,lire,ljry,lvrc,ldrr,leru,liro,lero,Train
3774,grund,grgnd,grpnd,grbnd,grand,grond,grand,Train
3775,filet,frlqt,fflgt,fslrt,falat,falat,falut,Test
3776,klapp,klxpp,klypp,klqpp,klupp,klepp,klopp,Train
3777,incl,cncl,rncl,zncl,encl,uncl,encl,Test
3778,gellt,ggllt,gbllt,gxllt,gallt,gillt,gollt,Train
3779,sahnt,syhnt,sghnt,schnt,suhnt,suhnt,suhnt,Train
3780,clip,clnp,clmp,clnp,clup,clup,clap,Train
3781,ergo,srgr,xrgg,drgm,irgi,urgi,urgo,Train
3782,netto,ntttc,nnttb,npttg,notta,notti,nattu,Test
3783,kraft,krpft,krgft,krhft,kruft,krift,kreft,Train
3784,rumpf,rwmpf,rjmpf,rsmpf,rompf,rompf,rompf,Train
3785,adams,xdnms,cdkms,vdgms,adums,adums,edums,Train
3786,edlen,pdlrn,ydlyn,vdlwn,udlen,idlan,idlan,Train
3787,solos,sxlss,svljs,szlls,salas,solus,sules,Train
3788,fez,ffz,fsz,fcz,fiz,fuz,foz,Train
3789,leih,lszh,lsfh,lgrh,laoh,lueh,luah,Test
3790,fell,fgll,fnll,fkll,foll,full,fill,Train
3791,kappa,klppd,khppx,kpppd,kippo,kappi,keppi,Train
3792,trips,trkps,trdps,trqps,trops,trups,traps,Test
3793,niere,npfrm,ndwrp,nyrrj,neore,noure,niaro,Test
3794,still,stbll,stdll,stkll,stoll,stoll,stull,Train
3795,comic,cnmzc,cmmwc,crmnc,cumac,cimic,cumac,Test
3796,yacht,yfcht,yxcht,ymcht,yucht,yicht,yocht,Test
3797,lotos,lttxs,lctxs,lftws,letus,lates,litis,Train
3798,denn,dmnn,dbnn,dgnn,dunn,dinn,donn,Train
3799,mutti,msttp,mfttc,mdttz,metti,mitti,mette,Train
3800,simon,skmsn,skmdn,svmhn,samon,samon,somun,Train
3801,nobel,ncbzl,npbkl,nsbml,nebal,nobul,nubul,Train
3802,lebe,lwbz,lrbp,ldbk,labo,lebu,libu,Train
3803,gibst,gqbst,grbst,gmbst,gubst,gobst,gubst,Train
3804,wolf,wzlf,wflf,wklf,walf,welf,welf,Train
3805,parat,pgrdt,pdrnt,pvrst,puret,pirut,paret,Train
3806,olive,xlcvg,nljvx,tlhvj,elove,aluva,ilevu,Train
3807,eseln,mslln,csyln,vsdln,osaln,usaln,isuln,Train
3808,gare,grrj,gzrh,grrr,gura,geru,goru,Train
3809,idole,wdmlp,rdplg,pdflf,udale,udila,idula,Test
3810,oho,fhc,thc,phk,uho,ahi,ihi,Train
3811,laie,lqgm,ltfq,lfly,leio,laao,luii,Test
3812,blog,blhg,blvg,blyg,bleg,blag,blig,Train
3813,belog,bblkg,bflxg,brlsg,balig,balug,buleg,Train
3814,euch,qbch,mjch,tgch,eech,iuch,aoch,Train
3815,senkt,sdnkt,stnkt,sjnkt,ahn,ams,adiiu,Train
3816,ueble,btblc,smbld,qhbld,iublu,uublo,eibli,Train
3817,prag,prkg,prrg,prvg,preg,preg,prug,Train
3818,tori,tyrg,trrq,txrs,turo,teri,toro,Train
3819,virus,vtrjs,vbrns,vhrbs,veres,viros,vuris,Train
3820,kalb,kblb,knlb,kclb,kulb,kilb,kolb,Train
3821,nagle,nnglv,ndglx,ndglb,noglu,nogli,nogle,Train
3822,boy,byy,byy,bby,biy,biy,buy,Train
3823,helme,hhlmb,hqlmm,hrlmz,hilmu,hilmi,halma,Test
3824,trotz,trjtz,trctz,trhtz,tratz,tritz,trutz,Train
3825,polen,pwlkn,prlhn,pblsn,palen,pulun,pilin,Train
3826,zielt,zbhlt,zsslt,zmwlt,zuolt,zeelt,zoilt,Test
3827,klotz,kldtz,klvtz,klntz,kletz,klutz,kletz,Train
3828,hobst,hfbst,hzbst,hkbst,habst,hubst,hibst,Test
3829,rode,rydk,rfds,rfdl,ridu,rado,roda,Train
3830,laune,lbmnt,lwsnc,ljpnz,loeno,leeno,liina,Train
3831,span,sptn,spzn,spcn,spun,spen,spun,Train
3832,jagen,jtgjn,jcgcn,jsgdn,jagin,jegon,jigun,Train
3833,seiko,sctkj,sdtkx,snmkq,suoko,sooku,suiko,Train
3834,geier,gzfyr,gynxr,glrtr,geour,gueer,giair,Train
3835,packt,pyckt,pnckt,ptckt,peckt,pockt,puckt,Train
3836,bogen,bbgkn,bygzn,brgdn,began,bogin,bagan,Train
3837,uebe,tybj,kyby,xwbn,iibi,oubi,oabi,Train
3838,beide,brsdq,bxpdk,brkdk,beadu,baida,baidu,Train
3839,vati,vftn,vrtf,vwtk,vote,vote,voti,Train
3840,pure,pkrn,pfrn,pjrz,puro,pera,paro,Train
3841,leckt,lfckt,lkckt,lgckt,luckt,lickt,luckt,Test
3842,mal,mml,mpl,mql,mul,mel,mil,Train
3843,oral,krzl,srml,brll,arol,aral,irol,Test
3844,gras,grqs,grhs,grjs,gres,gres,gros,Train
3845,karre,ktrrq,kyrrx,kyrrn,karro,karra,kerre,Train
3846,blast,blcst,blbst,bljst,blist,blest,blost,Train
3847,kehre,kshrl,khhrs,kdhrl,kihro,kuhra,kihra,Train
3848,ihnen,mhnkn,jhnmn,zhnqn,ohnun,ehnon,ahnin,Train
3849,heere,hrbrg,hffrm,hwzry,hioru,hoiri,heore,Train
3850,getan,gttpn,gqtrn,gktbn,gaton,getun,geten,Train
3851,prima,prrmq,prrmr,prnmt,premu,prumu,prumo,Test
3852,tempo,tpmpl,twmpf,ttmpb,tumpo,tampu,tampu,Test
3853,trost,trkst,trcst,trfst,trust,trast,trest,Train
3854,sex,ssx,sjx,swx,sax,six,sox,Train
3855,fuge,fpgh,fmgj,fdgm,fage,fegu,fegu,Train
3856,dimm,dcmm,dvmm,dfmm,ristu,fodel,varn,Test
3857,raum,rbkm,rcdm,rgxm,ruum,riom,roem,Test
3858,dung,dwng,dnng,ddng,dang,dang,dang,Train
3859,lars,lprs,ltrs,lnrs,lors,lirs,lors,Train
3860,muffe,mvffc,mtffr,myffw,maffe,meffe,meffu,Train
3861,johns,jyhns,jkhns,jlhns,jahns,jehns,jehns,Train
3862,manns,mnnns,mvnns,mhnns,monns,minns,menns,Train
3863,marie,mprwr,mbrht,mwrqm,murue,mureu,morui,Train
3864,ekzem,pkzfm,ykzmm,lkzbm,ikzom,akzam,akzim,Train
3865,pan,ppn,pwn,pwn,pun,pon,pen,Train
3866,ami,rmr,ymm,gmt,emo,omo,imo,Test
3867,vice,vwcd,vjcf,vfcx,voca,vace,vuca,Test
3868,hupe,hvpq,hbpt,hqpx,hupo,hupu,hopa,Test
3869,lisa,ltsd,lqsz,ltsm,lisu,lesa,luse,Test
3870,radio,rwdbf,rkdwb,rwdxf,radue,radai,redoa,Train
3871,asien,vsttn,zstrn,xsrbn,isein,esoin,osoan,Train
3872,tragt,trkgt,trrgt,trvgt,tregt,trogt,tregt,Train
3873,banal,bsnxl,bvnql,bznzl,benul,bunol,binel,Test
3874,prosa,prgsp,prpsx,prtsk,prisi,pruso,prosi,Test
3875,trafo,trkfd,trlfk,trnfk,trifu,trofe,trofi,Test
3876,robbe,rdbbj,rfbbt,rpbbg,robbo,rabba,robbu,Train
3877,sauce,sdrch,sltcw,swyck,soacu,souca,siicu,Train
3878,ing,nng,qng,kng,ang,ung,ong,Train
3879,maul,mscl,mhsl,mlml,moel,moil,meal,Train
3880,brich,brdch,brwch,brjch,kamot,muis,mahrt,Train
3881,bert,bxrt,bqrt,btrt,birt,birt,bort,Test
3882,oder,kdtr,ldcr,qdxr,odor,edur,edir,Test
3883,adels,fddls,kdsls,pdlls,edils,edols,adols,Test
3884,wende,wkndq,wnndl,wbnds,windo,wendu,windo,Train
3885,hals,hhls,hbls,hlls,huls,hols,hils,Train
3886,senil,spntl,sjngl,srntl,sinal,sanil,sinel,Test
3887,siegt,skxgt,smjgt,sylgt,siogt,soogt,siigt,Train
3888,modem,mmdnm,mmdpm,mtdxm,modim,mudom,medum,Train
3889,sperr,spmrr,sptrr,spvrr,sparr,spirr,sporr,Train
3890,emma,qmmt,cmmd,smmj,umme,immu,ammu,Train
3891,hits,hmts,hvts,hsts,huts,hets,hets,Train
3892,starr,stqrr,styrr,stnrr,sturr,sterr,sterr,Test
3893,pisst,ptsst,pgsst,pxsst,pesst,pesst,pesst,Train
3894,exil,mxql,xxjl,gxpl,ixil,exel,exol,Test
3895,warum,wyrcm,wmrzm,wkrym,waram,warom,werom,Train
3896,pfad,pfwd,pfpd,pfcd,pfed,pfud,pfod,Train
3897,skalp,skylp,skrlp,skxlp,skulp,skelp,skelp,Test
3898,zeter,zftqr,zrtjr,zmtcr,zetir,zotar,zutur,Train
3899,ethik,jthyk,gthfk,jthjk,othik,athek,athok,Train
3900,mach,mjch,mvch,msch,mech,much,moch,Train
3901,leide,lhjdx,lkmdd,lqmdx,luudi,loudi,luidi,Train
3902,borge,bwrgw,bhrgj,bkrgt,burgi,bargo,birga,Train
3903,deut,dcst,dlct,dfdt,duit,diit,diat,Test
3904,phil,phyl,phzl,phcl,phel,phal,phal,Train
3905,zeug,zmjg,zbmg,zxpg,zuig,ziig,zaeg,Train
3906,nova,nkvz,nbvp,nsvd,novu,neve,nave,Test
3907,anne,vnnw,lnnm,fnnj,innu,onne,enne,Train
3908,lisas,lzsvs,lhsxs,lsshs,luses,leses,lises,Train
3909,fort,fvrt,fhrt,fzrt,fart,fart,fert,Train
3910,hobel,hzbbl,hxbcl,hlbzl,habol,hebal,habil,Train
3911,kubas,kzbts,kjbls,kxbgs,kabes,kibis,kobos,Train
3912,rares,rxrls,rxrrs,rqrxs,rirus,rirus,rures,Train
3913,liebt,lbwbt,lcsbt,lthbt,loebt,liubt,luobt,Train
3914,gaert,gmwrt,glrrt,gqrrt,goart,geurt,guirt,Test
3915,pubs,psbs,pnbs,pxbs,pobs,pabs,pebs,Train
3916,nylon,nylpn,nylfn,nyltn,nylan,nylin,nylan,Train
3917,angab,kngvb,tngrb,kngdb,angub,ongob,ingib,Train
3918,ralf,rklf,rjlf,rclf,rulf,rulf,rulf,Train
3919,umkam,qmklm,pmksm,dmkzm,omkem,emkam,amkum,Train
3920,park,pgrk,pnrk,psrk,pork,pork,purk,Train
3921,sollt,ssllt,syllt,svllt,sellt,sallt,sallt,Train
3922,zink,zwnk,zsnk,zdnk,zunk,zenk,zenk,Test
3923,ankam,fnkhm,znkmm,xnknm,unkum,ankum,enkom,Test
3924,kippe,kgpph,kxppv,kjppl,koppi,koppu,keppo,Test
3925,fiele,fqkld,frslc,fxyly,fiola,fuole,foale,Train
3926,saum,shdm,snym,sdvm,soem,suim,soum,Train
3927,aufs,dbfs,jjfs,ynfs,uifs,oefs,aifs,Test
3928,herde,htrdq,hkrdb,hnrdr,herdo,herdo,herdo,Train
3929,mumm,mkmm,msmm,mhmm,momm,mamm,mamm,Train
3930,ebbe,nbbw,jbbt,nbbc,ebba,ubbu,ubbi,Train
3931,delta,dyltz,dkltf,dxltt,delto,dilte,dilti,Train
3932,kalbs,kklbs,kglbs,kblbs,kolbs,kulbs,kelbs,Train
3933,nut,nht,ntt,njt,nat,nat,net,Train
3934,saul,swll,srwl,sqgl,sail,siol,soil,Train
3935,bergs,bcrgs,bqrgs,bzrgs,borgs,borgs,birgs,Test
3936,chaos,chpxs,chxzs,chcws,cheis,chues,chuis,Train
3937,tube,tjbv,tzbf,tkbs,toba,tubi,tobi,Test
3938,kant,kjnt,klnt,kcnt,kunt,kint,kont,Train
3939,leite,lmdtf,lxmtd,ldmtg,lieta,leati,luute,Train
3940,klamm,kldmm,klkmm,klvmm,klumm,klomm,klomm,Train
3941,kaute,kqgty,krqtl,khztc,koeti,keite,koete,Train
3942,nickt,ngckt,nvckt,nmckt,nockt,nockt,nuckt,Train
3943,mama,mxmb,mxmh,mdmc,momi,memi,mimo,Train
3944,fans,fcns,fbns,fnns,fins,funs,fons,Train
3945,foul,fybl,fgdl,fmsl,fiil,foil,foil,Train
3946,genug,gpnhg,gjnmg,gfntg,gunag,guneg,guneg,Train
3947,dampf,dhmpf,dhmpf,dgmpf,dempf,dempf,dempf,Train
3948,zus,zzs,zys,zxs,zes,zis,zis,Train
3949,deck,dvck,dwck,dnck,murka,truft,rut,Train
3950,sofa,sffx,sffk,svfk,sufi,sufi,sifu,Test
3951,gruen,grbbn,grbhn,grbgn,greun,grien,grean,Train
3952,lade,lqdh,ljdn,lgdy,leda,lodu,lado,Train
3953,lokal,lkkrl,lfkxl,lhkpl,lakil,lokel,lokil,Test
3954,wiese,wqxss,wvwsg,wgysr,wouso,wouse,wuaso,Train
3955,sag,swg,szg,sqg,sug,sig,sig,Train
3956,noble,nnblf,nkblp,nqblx,nubla,nubla,nobla,Train
3957,teig,tkpg,tztg,tytg,tiag,tieg,toag,Train
3958,zapfe,zzpfj,zlpfj,zhpfd,zopfo,zopfa,zepfa,Test
3959,jutta,jztty,jwttn,jvttn,jettu,jittu,jatte,Train
3960,ich,vch,xch,wch,uch,ech,uch,Train
3961,enkel,lnkml,bnkhl,knkdl,enkil,unkal,enkal,Train
3962,pools,pjqls,pyqls,pyrls,puols,paols,peels,Train
3963,erbse,hrbsb,drbsh,zrbsb,arbsi,arbse,urbsu,Train
3964,astes,qstbs,tstrs,qstss,ustas,estas,estus,Train
3965,hege,hbgb,hfgl,hjgk,hogi,haga,huga,Train
3966,samba,stmbr,shmbb,ssmbd,sumbo,simbi,sombe,Test
3967,dahin,dyhmn,dvhzn,dvhnn,dihon,dehun,dahan,Train
3968,boxe,bxxx,bpxv,bcxs,baxa,bexu,bexi,Train
3969,fangs,fvngs,fgngs,fgngs,fings,fings,fongs,Train
3970,billy,bblly,bnlly,bglly,bully,bolly,bully,Train
3971,griff,grjff,grbff,grqff,greff,gruff,greff,Train
3972,knabe,knvbq,knpby,knqbw,knebu,knabi,knuba,Train
3973,rudis,rsdjs,rldcs,rkdfs,rodos,rudus,rodas,Train
3974,rest,ryst,rqst,rrst,tulax,fetis,deze,Train
3975,wenn,wcnn,wvnn,wtnn,wunn,winn,wunn,Train
3976,baden,brdbn,bvdfn,bndsn,budon,bodin,badin,Test
3977,weber,wwbpr,wpbpr,wjbkr,wiber,waber,wobur,Train
3978,ems,yms,mms,pms,ims,oms,ims,Train
3979,japan,jtphn,jbpdn,jdpkn,jepen,jupun,jipun,Train
3980,zarin,zmrbn,zbrgn,zxrpn,zorun,zuron,zuren,Train
3981,dante,dfntd,dsntr,dnntw,dentu,dantu,dunti,Test
3982,rahm,rvhm,rghm,rhhm,rohm,rihm,rehm,Train
3983,nackt,ntckt,nwckt,nzckt,aent,ulf,peils,Train
3984,altem,fltnm,jltpm,gltfm,ultum,oltim,altum,Train
3985,achim,qchpm,gchym,ychym,ichum,ocham,ichim,Train
3986,rot,rst,rjt,rgt,rit,rit,rut,Train
3987,hext,hqxt,hzxt,hfxt,hixt,hoxt,hoxt,Test
3988,sims,sjms,snms,stms,sems,sums,sums,Train
3989,eisen,lwssn,fpstn,hcstn,oosun,eoson,ausan,Train
3990,asse,rssm,gssn,wssh,ussi,issa,asso,Train
3991,borgt,brrgt,bkrgt,blrgt,bargt,bargt,burgt,Train
3992,krank,krynk,krvnk,krhnk,krenk,krink,krunk,Train
3993,fleht,flwht,flyht,flmht,floht,floht,fluht,Train
3994,bebte,bkbtz,btbtl,bdbtx,babtu,babte,bebto,Train
3995,loser,lkstr,lvslr,lnsjr,liser,lusor,liser,Test
3996,schaf,schff,schpf,schjf,schof,schif,schif,Train
3997,antue,pntvs,lnthg,wntlr,ontue,onteu,antee,Train
3998,huete,hlytx,hkqtk,hxvtq,hieta,hieta,huuto,Train
3999,zogt,zvgt,zkgt,zwgt,zigt,zigt,zagt,Train
4000,fiat,fpgt,fqlt,fkkt,foat,fuet,fout,Train
4001,ritze,rmtzb,rwtzj,rftzh,rotzo,retze,ratzo,Train
4002,eng,wng,zng,lng,ung,ong,ung,Train
4003,eurer,nxrrr,mcrrr,ssrqr,oerer,oerar,uorar,Test
4004,ruft,rjft,rtft,rnft,raft,reft,rift,Train
4005,spalt,spdlt,spklt,spslt,spelt,spolt,spolt,Train
4006,mist,msst,mcst,mmst,jubbi,ilf,tigs,Train
4007,probt,prtbt,prybt,prsbt,prubt,prebt,pribt,Train
4008,fluge,flkgl,fldgn,flbgn,flegu,fligo,flugo,Train
4009,greif,grvxf,grktf,grvkf,greuf,greef,groif,Train
4010,ufer,xfkr,wfxr,sffr,efir,ufor,ifer,Train
4011,sich,snch,snch,sfch,sach,sach,soch,Test
4012,kross,krnss,krsss,krhss,kruss,kriss,kruss,Train
4013,bits,bjts,bgts,bkts,buts,bats,buts,Train
4014,doms,dxms,dmms,dqms,dems,dems,dums,Train
4015,lied,lrvd,lxxd,ljyd,luud,laid,laid,Train
4016,kilos,kplbs,kmlbs,kllrs,kilas,kulos,kalus,Test
4017,kraut,krjst,krknt,krxkt,kroot,kruet,kriot,Train
4018,stola,stnlh,stjlb,stplw,stolo,stali,stolo,Train
4019,fibel,fcbvl,fpbjl,ffbpl,fabil,febil,fobil,Test
4020,monte,mlntl,msntr,mvntp,munta,munte,manto,Train
4021,final,fdnnl,fznyl,fxnkl,finel,fenil,fenil,Train
4022,mosel,mbsjl,mhsfl,mpsjl,musol,masil,misel,Train
4023,felde,fyldg,fnldl,fjldp,falde,fildi,falde,Train
4024,hurra,hcrrs,hkrrc,hgrrp,hurre,horru,harri,Train
4025,tolle,tglln,txllh,twllc,tella,talli,tilli,Train
4026,stumm,stjmm,stymm,sthmm,stomm,stimm,stomm,Train
4027,was,wcs,wps,wws,wes,wos,wos,Train
4028,tobte,tvbtt,tjbtt,tdbtx,tubte,tubta,tubto,Test
4029,argon,drgtn,zrgfn,qrgsn,urgun,urgon,irgun,Train
4030,kenne,kjnnc,kjnnm,ksnnp,kinna,kenni,kunni,Test
4031,alfa,zlfp,xlfk,zlfj,elfo,olfu,ilfe,Train
4032,eide,fjdt,hpdq,sndj,aadi,uudu,oodi,Train
4033,frack,frzck,frtck,frqck,freck,frick,fruck,Train
4034,warne,wdrnm,wzrny,wrrnm,wurno,warna,wirne,Test
4035,jens,jfns,jfns,jmns,juns,jons,juns,Train
4036,berge,bfrgz,bwrgk,bcrgx,borga,burgi,burgi,Train
4037,pole,pwlm,pllz,pnlj,pelu,puli,pelu,Train
4038,tangs,tfngs,tnngs,tzngs,tongs,tings,tongs,Test
4039,rohr,rbhr,rrhr,rwhr,rehr,rihr,rehr,Train
4040,trat,trtt,trjt,trvt,trit,trit,trot,Train
4041,crash,crpsh,crqsh,crrsh,cresh,crush,cresh,Train
4042,fug,fgg,fvg,fcg,fig,fag,fig,Train
4043,dez,dbz,dbz,dwz,duz,daz,daz,Train
4044,wahl,wjhl,wjhl,wkhl,wehl,wuhl,wehl,Train
4045,gote,gnts,ghty,grtr,gitu,guto,gati,Test
4046,oase,hssn,knsv,krsk,aase,iusa,aaso,Test
4047,anal,lnwl,tnll,vnzl,inel,onul,anil,Train
4048,reihe,rkmhm,rfyhr,rlvhm,roohi,riuho,ruoha,Train
4049,zange,znngk,zwngj,zjngg,zango,zengi,zengo,Test
4050,als,jls,rls,yls,ils,uls,uls,Train
4051,rubel,rcbkl,rnbzl,rqbfl,rabal,ribil,rabal,Train
4052,veto,vjty,vqtr,vttl,votu,vito,viti,Train
4053,ego,jgn,cgg,qgw,uga,egu,igi,Train
4054,chips,chgps,chvps,chbps,cheps,chops,chups,Train
4055,wolle,wcllw,wtllt,whllw,wulle,willu,wello,Test
4056,rehen,rchsn,rfhpn,rghkn,rahen,rahan,ruhan,Train
4057,oede,wxdb,bdds,sldm,eidu,oidu,eado,Train
4058,putze,pftzz,pftzq,pytzr,patzi,pitzu,patzi,Test
4059,taxen,tyxln,trxmn,tqxpn,tuxon,toxan,tixan,Test
4060,eint,sjnt,hxnt,kpnt,aont,aont,uent,Train
4061,pocht,pdcht,pkcht,pbcht,pucht,pucht,picht,Train
4062,verdi,vhrdf,vcrdk,vjrdz,vordo,varda,vordu,Train
4063,heizt,hqjzt,hwbzt,hkrzt,hiuzt,huizt,hiazt,Test
4064,klemm,klpmm,klsmm,klfmm,klimm,klumm,klumm,Train
4065,aas,qgs,xws,qys,aes,uus,uis,Train
4066,eitel,pltdl,kvtwl,fltpl,oitil,ootel,eatel,Train
4067,kranz,krqnz,krwnz,krlnz,kronz,krinz,krenz,Train
4068,fluch,flpch,flqch,flmch,floch,flich,floch,Test
4069,tatet,tytct,txtjt,tmtht,titot,totet,tatut,Test
4070,keks,khks,kdks,kmks,kuks,kuks,kuks,Train
4071,idols,gdyls,pdkls,qdzls,uduls,odols,odels,Train
4072,infos,ynfvs,dnfgs,knfms,enfus,onfos,enfis,Test
4073,willi,wcllj,wmllh,wklly,wulli,wallu,wulla,Train
4074,felix,fflnx,fclzx,ftlwx,folex,felox,falux,Train
4075,darf,dhrf,dcrf,dsrf,durf,durf,derf,Train
4076,saust,stmst,spdst,stzst,soest,siest,soust,Test
4077,bellt,bkllt,bzllt,bnllt,bollt,bollt,billt,Train
4078,memo,mzmj,mfmn,mgmq,mimi,mimo,momi,Train
4079,jahr,jjhr,jxhr,jvhr,juhr,juhr,jihr,Train
4080,stile,stwly,stclz,stkld,stolu,stole,stelu,Test
4081,bush,bfsh,bcsh,bvsh,bish,bash,bash,Train
4082,new,nnw,npw,nvw,now,naw,niw,Test
4083,trug,trzg,trwg,trwg,trig,trag,trag,Train
4084,sven,svsn,svsn,svdn,svun,svun,svun,Test
4085,tims,tzms,tgms,tvms,tams,tems,tams,Train
4086,blei,blbm,blct,bldk,bluu,blie,blia,Train
4087,flure,flhrt,flwrt,flzrw,floru,floro,fluro,Train
4088,gase,gxsd,gnsp,gksq,gesu,gesi,gasa,Train
4089,hieb,hvkb,hfjb,hxlb,hoob,hiob,huub,Train
4090,dehnt,ddhnt,dthnt,dxhnt,dahnt,dihnt,duhnt,Train
4091,coup,cznp,cbfp,clqp,caip,caop,caop,Train
4092,tuend,tkmnd,thgnd,tmrnd,tiond,taend,taind,Test
4093,roh,rjh,rsh,rgh,rah,rah,rih,Train
4094,popo,pxpm,pfpm,prpd,papo,popi,pupo,Test
4095,reif,rrff,rvlf,rgkf,reuf,reuf,roaf,Test
4096,tabak,tdbkk,tcblk,tgbwk,tebak,tobik,tabek,Train
4097,niger,nmgzr,nhgpr,nbgzr,noger,nugur,nigir,Train
4098,alf,rlf,jlf,slf,olf,ilf,olf,Train
4099,frag,frlg,frhg,frxg,frig,frig,freg,Train
4100,lehnt,lbhnt,lvhnt,lqhnt,lahnt,luhnt,luhnt,Train
4101,hake,hjkz,hqkj,hbkg,huka,hiko,hako,Train
4102,zirka,zgrkm,zdrkl,zjrkh,zorka,zorku,zirki,Train
4103,sande,sfndx,skndw,sfnds,sondi,sondu,sonda,Train
4104,daene,dnpnb,dbpnh,dxwnj,daeni,deonu,diane,Train
4105,burma,bprmr,bfrmg,bvrmk,bormi,barmo,barmu,Train
4106,zelte,zkltt,zcltv,zhlty,zulti,zultu,zalte,Test
4107,cola,chlw,cmln,cxly,cilu,calu,cila,Train
4108,komm,kwmm,ktmm,krmm,ureel,fucht,zegst,Train
4109,hertz,hmrtz,hwrtz,hxrtz,hortz,hartz,hurtz,Train
4110,ahme,chmg,yhmm,bhmm,ohma,ihmo,ihmo,Test
4111,fixt,fyxt,fkxt,fpxt,foxt,foxt,fext,Test
4112,mappe,mdppj,mypps,mwppm,muppa,mippu,mappo,Test
4113,echte,pchtf,zchtq,nchtt,ichta,ichtu,achti,Test
4114,umher,mmhxr,rmhxr,qmhzr,emhar,umhor,imhar,Test
4115,wrack,wrvck,wrdck,wrwck,wruck,wrick,wrock,Train
4116,ahnte,bhntx,ghntz,khntb,ohnti,ahnti,uhnte,Test
4117,maehe,mynhb,mvshz,mddhv,muiha,maehu,mieho,Train
4118,leib,lbgb,lrzb,ljtb,leub,laab,liob,Train
4119,kehrt,kvhrt,kmhrt,kkhrt,kihrt,kohrt,kihrt,Train
4120,aroma,lrwmf,yrnml,hrmmb,ireme,irime,irume,Train
4121,piept,pwrpt,pdqpt,pfnpt,paipt,puept,puept,Train
4122,ergab,lrgzb,brgzb,rrggb,argub,irgeb,orgeb,Train
4123,stabs,stdbs,stfbs,stbbs,stobs,stebs,stubs,Train
4124,riten,rntnn,rmttn,rltwn,retin,rotan,ratin,Train
4125,zerr,zjrr,zhrr,zprr,zurr,zurr,zorr,Train
4126,vetos,vjtqs,vgtqs,vjtfs,vatas,votas,vetas,Test
4127,dora,dyrw,dbrg,dlrb,dari,doru,dari,Train
4128,derb,dlrb,drrb,dnrb,dorb,dirb,dirb,Train
4129,tief,tccf,tzkf,tkwf,taif,toof,tauf,Test
4130,luegt,lyrgt,lzzgt,lkrgt,luogt,luugt,laugt,Train
4131,mole,mslf,mvlb,mtlb,mulu,mela,mola,Train
4132,ihren,zhrnn,lhrkn,shrgn,uhrin,ihran,uhran,Test
