;String;cond;t_t;
4012;Salve;Word;Train;72
4013;Rippe;Word;Train;34
4014;reife;Word;Train;73
4015;pisst;Word;Train;22
4016;Opium;Word;Train;89
4017;nahen;Word;Test;12
4018;milde;Word;Train;34
4019;lehre;Word;Train;81
4020;Korps;Word;Train;95
4021;Komet;Word;Train;71
4022;klagt;Word;Test;19
4023;Ikone;Word;Train;66
4024;Gaebe;Word;Train;31
4025;Flora;Word;Train;89
4026;Erich;Word;Train;53
4027;Coole;Word;Train;87
4028;Brote;Word;Train;50
4029;Bills;Word;Train;54
4030;Anmut;Word;Test;2
4031;wisse;Word;Train;71
4032;Wespe;Word;Train;49
4033;weilt;Word;Train;64
4034;viert;Word;Train;71
4035;Treib;Word;Train;56
4036;Spott;Word;Train;68
4037;Skala;Word;Train;73
4038;senil;Word;Train;48
4039;putze;Word;Train;35
4040;Pfiff;Word;Train;56
4041;Pepsi;Word;Train;32
4042;Orgie;Word;Train;65
4043;kniet;Word;Train;98
4044;Kelch;Word;Train;87
4045;Innen;Word;Train;61
4046;Fonds;Word;Train;21
4047;Fokus;Word;Test;9
4048;Blond;Word;Test;9
4049;Bloed;Word;Test;4
4050;altem;Word;Train;50
4051;Aller;Word;Train;47
4052;Allem;Word;Train;94
4053;ahnst;Word;Train;31
4054;Zebra;Word;Train;87
4055;Weite;Word;Test;1
4056;uralt;Word;Test;13
4057;Taxis;Word;Train;39
4058;Spitz;Word;Train;97
4059;Sowie;Word;Test;0
4060;selig;Word;Train;59
4061;Reife;Word;Train;77
4062;parat;Word;Train;100
4063;Netze;Word;Train;83
4064;Nasen;Word;Test;7
4065;Leite;Word;Train;93
4066;Kanne;Word;Train;64
4067;Hohen;Word;Test;4
4068;hockt;Word;Train;44
4069;heile;Word;Test;5
4070;hegen;Word;Train;41
4071;hackt;Word;Train;74
4072;Ethik;Word;Train;84
4073;eitel;Word;Test;0
4074;drang;Word;Train;67
4075;Creme;Word;Test;12
4076;Brite;Word;Train;62
4077;birgt;Word;Test;1
4078;zuckt;Word;Train;74
4079;warnt;Word;Test;16
4080;taube;Word;Train;28
4081;Stets;Word;Train;42
4082;Stack;Word;Train;59
4083;reibt;Word;Train;30
4084;eilen;Word;Train;41
4085;Bernd;Word;Train;28
4086;wecke;Word;Test;9
4087;Volvo;Word;Train;73
4088;Sahst;Word;Train;70
4089;platz;Word;Train;82
4090;Ortes;Word;Train;92
4091;Meist;Word;Train;88
4092;Manns;Word;Train;52
4093;Lache;Word;Train;100
4094;Haste;Word;Test;4
4095;Flieh;Word;Train;80
4096;Emmas;Word;Train;81
4097;Docht;Word;Train;64
4098;Dildo;Word;Train;22
4099;Achse;Word;Test;17
4100;toben;Word;Test;3
4101;Teilt;Word;Train;77
4102;Selbe;Word;Train;85
4103;Puste;Word;Train;53
4104;Pfote;Word;Train;58
4105;Luken;Word;Train;23
4106;lasen;Word;Train;95
4107;Lanze;Word;Train;97
4108;ladet;Word;Train;36
4109;Haien;Word;Train;24
4110;Erwin;Word;Train;54
4111;Erika;Word;Train;91
4112;Areal;Word;Train;89
4113;senkt;Word;Train;53
4114;Seins;Word;Train;43
4115;ruhst;Word;Train;75
4116;rauen;Word;Train;80
4117;preis;Word;Train;75
4118;nasse;Word;Train;96
4119;lenke;Word;Test;13
4120;Koste;Word;Test;10
4121;Kamen;Word;Train;63
4122;Jacht;Word;Test;16
4123;Gifte;Word;Train;80
4124;Gelee;Word;Train;40
4125;Funke;Word;Train;97
4126;floss;Word;Train;69
4127;Flash;Word;Train;80
4128;Cello;Word;Train;84
4129;braut;Word;Train;33
4130;blank;Word;Train;58
4131;Biere;Word;Test;7
4132;bezog;Word;Train;52
4133;Alben;Word;Train;73
4134;Zorns;Word;Train;93
4135;Ziehe;Word;Test;2
4136;Teils;Word;Train;96
4137;Risse;Word;Train;30
4138;Rings;Word;Train;87
4139;Olive;Word;Train;65
4140;Nizza;Word;Train;58
4141;lahme;Word;Test;15
4142;Kehre;Word;Train;75
4143;Grade;Word;Train;100
4144;Grabt;Word;Train;81
4145;Ginge;Word;Train;41
4146;Genen;Word;Train;88
4147;Flirt;Word;Train;68
4148;fleht;Word;Train;56
4149;Eklig;Word;Train;31
4150;doofe;Word;Test;5
4151;Delhi;Word;Test;16
4152;Chrom;Word;Train;75
4153;Acker;Word;Test;20
4154;Zaren;Word;Test;9
4155;Wirkt;Word;Train;53
4156;Volks;Word;Train;61
4157;Trank;Word;Train;41
4158;Teint;Word;Train;70
4159;Smart;Word;Train;22
4160;siegt;Word;Train;48
4161;Salbe;Word;Train;69
4162;plagt;Word;Train;73
4163;Orgel;Word;Test;19
4164;Kluft;Word;Train;82
4165;Klaue;Word;Train;81
4166;jault;Word;Train;23
4167;Helga;Word;Train;50
4168;fuege;Word;Test;15
4169;Wogen;Word;Test;19
4170;wehen;Word;Train;94
4171;uebst;Word;Train;26
4172;Slips;Word;Train;73
4173;rolle;Word;Train;84
4174;Prime;Word;Test;19
4175;piept;Word;Train;73
4176;Paten;Word;Test;13
4177;Nudel;Word;Train;29
4178;nerve;Word;Test;12
4179;mobil;Word;Test;11
4180;Luchs;Word;Train;67
4181;ledig;Word;Train;90
4182;lagst;Word;Train;89
4183;hetzt;Word;Train;44
4184;Heile;Word;Test;2
4185;Grabe;Word;Train;62
4186;gebar;Word;Train;79
4187;Foyer;Word;Train;40
4188;erben;Word;Train;87
4189;empor;Word;Train;61
4190;dehnt;Word;Train;73
4191;Blech;Word;Train;91
4192;Zutat;Word;Test;12
4193;Weide;Word;Train;73
4194;Sippe;Word;Train;27
4195;Reize;Word;Test;8
4196;kuehn;Word;Train;44
4197;Krimi;Word;Train;93
4198;Keime;Word;Test;10
4199;Helms;Word;Train;49
4200;Depot;Word;Test;2
4201;bunte;Word;Train;58
4202;Betet;Word;Train;22
4203;badet;Word;Train;29
4204;Aeste;Word;Train;86
4205;antat;Word;Test;0
4206;zudem;Word;Train;48
4207;Zisch;Word;Train;24
4208;ziele;Word;Test;13
4209;Warze;Word;Train;64
4210;stank;Word;Train;35
4211;spitz;Word;Train;82
4212;smart;Word;Train;33
4213;Nepal;Word;Test;15
4214;Mixer;Word;Train;60
4215;misch;Word;Test;0
4216;Mails;Word;Train;31
4217;Leier;Word;Train;43
4218;jeher;Word;Train;24
4219;irrer;Word;Train;24
4220;hurra;Word;Train;53
4221;haute;Word;Test;3
4222;Frack;Word;Train;57
4223;fegen;Word;Test;10
4224;Erbin;Word;Test;16
4225;Dubai;Word;Train;49
4226;dealt;Word;Train;38
4227;Troll;Word;Test;8
4228;teste;Word;Train;94
4229;Stuck;Word;Train;54
4230;Spule;Word;Train;39
4231;Segne;Word;Train;46
4232;scheu;Word;Train;36
4233;Schar;Word;Train;22
4234;Olymp;Word;Train;98
4235;noble;Word;Train;69
4236;Macke;Word;Train;62
4237;Loese;Word;Train;72
4238;Lohnt;Word;Train;80
4239;kroch;Word;Train;81
4240;Keins;Word;Train;57
4241;hupen;Word;Train;83
4242;Hisst;Word;Train;87
4243;Hecht;Word;Train;26
4244;Geile;Word;Train;26
4245;Fusse;Word;Train;58
4246;Folie;Word;Test;19
4247;zirka;Word;Train;67
4248;Wonne;Word;Train;57
4249;Verse;Word;Test;17
4250;Trete;Word;Train;59
4251;Teure;Word;Train;70
4252;Stute;Word;Train;100
4253;Starb;Word;Train;69
4254;Sohns;Word;Train;46
4255;Singe;Word;Test;7
4256;Pfade;Word;Train;44
4257;Neuem;Word;Train;35
4258;Miese;Word;Train;65
4259;manch;Word;Train;65
4260;Lenin;Word;Train;62
4261;leert;Word;Test;4
4262;labil;Word;Test;20
4263;Klamm;Word;Train;46
4264;holde;Word;Test;4
4265;Frust;Word;Train;67
4266;fromm;Word;Train;43
4267;frass;Word;Test;14
4268;Biber;Word;Train;24
4269;Bekam;Word;Train;75
4270;Annas;Word;Test;8
4271;Algen;Word;Train;76
4272;Zahlt;Word;Train;97
4273;weile;Word;Train;36
4274;Watte;Word;Train;68
4275;Treff;Word;Train;51
4276;Tanze;Word;Train;26
4277;Stile;Word;Train;66
4278;rotem;Word;Test;16
4279;Plant;Word;Train;66
4280;miaut;Word;Train;85
4281;Lunte;Word;Train;82
4282;grabe;Word;Train;88
4283;Chile;Word;Train;99
4284;begab;Word;Train;75
4285;backe;Word;Test;1
4286;Alpen;Word;Train;37
4287;Alias;Word;Train;21
4288;Abruf;Word;Train;30
4289;Spots;Word;Train;55
4290;Sende;Word;Train;30
4291;schob;Word;Test;6
4292;Raupe;Word;Train;48
4293;Pluto;Word;Train;98
4294;Pelze;Word;Test;9
4295;Moped;Word;Train;36
4296;Moose;Word;Train;87
4297;Modus;Word;Train;44
4298;Kluge;Word;Test;1
4299;klaue;Word;Train;63
4300;Kenia;Word;Train;31
4301;Hohes;Word;Test;5
4302;heule;Word;Test;18
4303;Harfe;Word;Train;84
4304;Flyer;Word;Test;1
4305;Flurs;Word;Train;39
4306;erhob;Word;Train;67
4307;brich;Word;Train;69
4308;biegt;Word;Train;37
4309;beugt;Word;Train;57
4310;Zarin;Word;Test;12
4311;Turms;Word;Train;56
4312;Trieb;Word;Train;49
4313;Trane;Word;Train;32
4314;Raums;Word;Train;95
4315;pures;Word;Test;9
4316;Pedal;Word;Train;34
4317;Otter;Word;Train;24
4318;mixen;Word;Train;90
4319;Manie;Word;Train;38
4320;Kripo;Word;Train;35
4321;Kombi;Word;Train;63
4322;kippt;Word;Test;20
4323;innig;Word;Train;46
4324;human;Word;Test;4
4325;Gurte;Word;Train;36
4326;filme;Word;Test;5
4327;Fidel;Word;Test;15
4328;Ferse;Word;Test;13
4329;Brest;Word;Train;31
4330;Aroma;Word;Train;44
4331;After;Word;Test;20
4332;wusch;Word;Train;67
4333;Weckt;Word;Train;75
4334;umkam;Word;Train;67
4335;Sohle;Word;Train;79
4336;siehe;Word;Train;52
4337;Sankt;Word;Train;77
4338;Safes;Word;Test;11
4339;Rubin;Word;Train;69
4340;Passe;Word;Test;13
4341;parke;Word;Train;92
4342;niest;Word;Test;6
4343;Mutig;Word;Train;24
4344;Mumie;Word;Train;53
4345;Meers;Word;Train;60
4346;Liess;Word;Train;26
4347;Lauer;Word;Train;72
4348;Kaufe;Word;Train;62
4349;irrte;Word;Train;47
4350;Hindu;Word;Train;93
4351;Helme;Word;Test;4
4352;Haute;Word;Train;65
4353;Greis;Word;Test;11
4354;Geber;Word;Test;5
4355;Drauf;Word;Test;13
4356;Dirne;Word;Test;3
4357;Beate;Word;Train;63
4358;banal;Word;Train;53
4359;Abtei;Word;Train;35
4360;zusah;Word;Train;32
4361;Zuges;Word;Train;27
4362;Zucht;Word;Test;11
4363;Ziels;Word;Train;26
4364;zerrt;Word;Test;12
4365;wiege;Word;Test;5
4366;Ueble;Word;Train;48
4367;Totes;Word;Train;32
4368;Sehne;Word;Train;26
4369;Quarz;Word;Train;99
4370;pisse;Word;Train;43
4371;Orion;Word;Train;30
4372;Nutzt;Word;Train;25
4373;Noahs;Word;Train;90
4374;Kreml;Word;Train;48
4375;kille;Word;Train;62
4376;Jener;Word;Test;2
4377;Hymne;Word;Test;3
4378;Harem;Word;Train;95
4379;formt;Word;Train;88
4380;Faxen;Word;Train;89
4381;Eulen;Word;Train;81
4382;Deckt;Word;Train;35
4383;backt;Word;Train;26
4384;Auges;Word;Train;27
4385;Watts;Word;Train;100
4386;umgab;Word;Train;30
4387;ulkig;Word;Train;63
4388;Sudan;Word;Train;90
4389;Sperr;Word;Train;42
4390;Silbe;Word;Train;77
4391;Shell;Word;Train;26
4392;Opern;Word;Train;67
4393;Loest;Word;Train;48
4394;losen;Word;Test;10
4395;Legst;Word;Train;55
4396;Lagos;Word;Train;21
4397;kratz;Word;Test;6
4398;kotze;Word;Train;100
4399;Kalte;Word;Test;11
4400;intus;Word;Train;73
4401;Hinzu;Word;Train;58
4402;Heike;Word;Train;66
4403;friss;Word;Test;13
4404;fallt;Word;Train;78
4405;Fache;Word;Train;66
4406;edles;Word;Train;22
4407;Blute;Word;Train;52
4408;beuge;Word;Train;31
4409;Atome;Word;Train;61
4410;Arier;Word;Train;52
4411;anbot;Word;Train;65
4412;Zaire;Word;Train;38
4413;vorab;Word;Train;73
4414;uebte;Word;Train;72
4415;Trips;Word;Train;68
4416;Trans;Word;Train;57
4417;Sauer;Word;Train;75
4418;Sanft;Word;Train;83
4419;saeen;Word;Train;91
4420;Relax;Word;Test;10
4421;regte;Word;Train;86
4422;Platt;Word;Train;46
4423;Piste;Word;Test;10
4424;oeden;Word;Train;97
4425;Moewe;Word;Train;92
4426;locke;Word;Train;84
4427;klaer;Word;Train;63
4428;Kiosk;Word;Train;95
4429;Kegel;Word;Test;13
4430;Kamst;Word;Train;74
4431;Graue;Word;Train;21
4432;fache;Word;Train;68
4433;Eiter;Word;Test;0
4434;Desto;Word;Train;23
4435;Bongo;Word;Test;14
4436;blick;Word;Test;20
4437;beige;Word;Train;86
4438;winke;Word;Train;24
4439;Warme;Word;Test;8
4440;stoss;Word;Train;44
4441;Rinde;Word;Train;73
4442;reibe;Word;Test;12
4443;Posen;Word;Train;41
4444;Patch;Word;Train;90
4445;Nabel;Word;Train;43
4446;Meise;Word;Train;59
4447;luden;Word;Train;97
4448;loses;Word;Train;43
4449;Lakai;Word;Train;43
4450;kraft;Word;Train;50
4451;Kniet;Word;Train;29
4452;Kerne;Word;Train;54
4453;huete;Word;Train;27
4454;hohle;Word;Train;37
4455;Hiess;Word;Train;64
4456;haste;Word;Train;35
4457;Hagel;Word;Train;47
4458;hacke;Word;Train;48
4459;grell;Word;Train;36
4460;flieh;Word;Test;11
4461;zwing;Word;Train;97
4462;Waert;Word;Train;95
4463;Vasen;Word;Train;94
4464;Unzen;Word;Train;57
4465;Umbau;Word;Train;67
4466;Slums;Word;Train;29
4467;rinnt;Word;Train;58
4468;Ponys;Word;Train;57
4469;Pappe;Word;Train;57
4470;naher;Word;Train;48
4471;Mutes;Word;Train;52
4472;Malta;Word;Test;12
4473;liste;Word;Train;85
4474;Lagen;Word;Train;43
4475;Kranz;Word;Train;38
4476;klick;Word;Train;65
4477;Klare;Word;Train;87
4478;klage;Word;Train;46
4479;killt;Word;Test;12
4480;Henne;Word;Train;99
4481;Hasse;Word;Train;40
4482;Gouda;Word;Train;56
4483;Goten;Word;Test;17
4484;Gicht;Word;Train;67
4485;Garbo;Word;Train;99
4486;Fusel;Word;Test;11
4487;Flure;Word;Train;85
4488;Fixer;Word;Train;72
4489;Essay;Word;Train;99
4490;duerr;Word;Train;49
4491;Dover;Word;Train;97
4492;Cafés;Word;Train;55
4493;bumse;Word;Train;53
4494;Biete;Word;Train;44
4495;Beleg;Word;Train;61
4496;Zwirn;Word;Train;29
4497;Zumal;Word;Train;48
4498;Zeche;Word;Test;20
4499;voilà;Word;Train;72
4500;Traue;Word;Train;38
4501;Trakt;Word;Train;55
4502;teils;Word;Train;83
4503;Stuss;Word;Train;84
4504;staut;Word;Test;1
4505;Stasi;Word;Train;60
4506;Spare;Word;Test;17
4507;Sodom;Word;Test;2
4508;saure;Word;Train;25
4509;Rotor;Word;Test;10
4510;ramme;Word;Test;16
4511;Petze;Word;Train;77
4512;Oedem;Word;Train;79
4513;Kobra;Word;Train;82
4514;irres;Word;Train;87
4515;Index;Word;Train;40
4516;Honda;Word;Test;10
4517;Freue;Word;Train;22
4518;ferne;Word;Train;89
4519;Dicht;Word;Train;46
4520;Degen;Word;Train;44
4521;Buche;Word;Train;94
4522;braet;Word;Train;77
4523;Berta;Word;Train;46
4524;Aktie;Word;Train;97
4525;abtun;Word;Train;47
4526;ziemt;Word;Train;75
4527;weihe;Word;Train;82
4528;Waden;Word;Train;52
4529;turnt;Word;Train;86
4530;Swing;Word;Test;14
4531;Sands;Word;Train;71
4532;rohes;Word;Test;17
4533;Milde;Word;Train;56
4534;Mekka;Word;Train;72
4535;Lyrik;Word;Train;82
4536;Leide;Word;Train;66
4537;klebe;Word;Train;32
4538;graut;Word;Test;14
4539;Gilde;Word;Train;49
4540;Forst;Word;Train;96
4541;Flugs;Word;Train;77
4542;flink;Word;Train;94
4543;Feige;Word;Test;10
4544;Faser;Word;Train;75
4545;ekelt;Word;Test;2
4546;Dunst;Word;Train;89
4547;Duckt;Word;Train;90
4548;drein;Word;Train;21
4549;Donau;Word;Test;10
4550;Dandy;Word;Test;18
4551;Dachs;Word;Train;57
4552;Basen;Word;Train;47
4553;Arsen;Word;Train;90
4554;antue;Word;Test;1
4555;Annes;Word;Train;39
4556;andre;Word;Train;21
4557;Zivil;Word;Test;9
4558;wunde;Word;Train;49
4559;Weihe;Word;Train;45
4560;wehre;Word;Train;61
4561;Vlies;Word;Train;37
4562;Ufern;Word;Train;67
4563;treib;Word;Train;79
4564;Staus;Word;Train;74
4565;Selig;Word;Train;30
4566;rohen;Word;Train;76
4567;Riten;Word;Train;77
4568;ringt;Word;Train;88
4569;Quell;Word;Train;78
4570;purem;Word;Train;65
4571;passé;Word;Test;10
4572;Orkan;Word;Train;79
4573;ordne;Word;Train;22
4574;naive;Word;Train;58
4575;nagle;Word;Train;49
4576;miete;Word;Train;48
4577;Merke;Word;Train;83
4578;Lilie;Word;Train;30
4579;liefe;Word;Train;58
4580;Lasso;Word;Train;47
4581;langt;Word;Train;31
4582;Kneif;Word;Train;42
4583;Klaer;Word;Train;62
4584;Kerbe;Word;Train;41
4585;Jenen;Word;Train;86
4586;Grimm;Word;Test;12
4587;funkt;Word;Train;30
4588;Fugen;Word;Train;75
4589;fixen;Word;Train;81
4590;Falte;Word;Train;36
4591;ekeln;Word;Train;68
4592;Duett;Word;Train;51
4593;Delle;Word;Train;96
4594;Buchs;Word;Test;15
4595;brate;Word;Train;43
4596;Blogs;Word;Train;40
4597;Beete;Word;Train;83
4598;Anbau;Word;Test;0
4599;Allee;Word;Train;53
4600;ziert;Word;Train;33
4601;Wirke;Word;Train;40
4602;Warne;Word;Train;72
4603;Theta;Word;Train;38
4604;Stube;Word;Train;70
4605;sperr;Word;Train;88
4606;Seher;Word;Train;91
4607;scher;Word;Train;66
4608;Quasi;Word;Test;9
4609;Qualm;Word;Test;3
4610;pumpt;Word;Test;5
4611;Pulle;Word;Test;16
4612;pocht;Word;Train;95
4613;Neige;Word;Train;49
4614;Midas;Word;Train;63
4615;Marys;Word;Train;63
4616;Luegt;Word;Train;24
4617;lecke;Word;Train;59
4618;laben;Word;Train;66
4619;Kreta;Word;Train;77
4620;Kratz;Word;Train;81
4621;Kongo;Word;Train;66
4622;Klubs;Word;Train;80
4623;Fluge;Word;Test;19
4624;Fehde;Word;Train;49
4625;erbte;Word;Train;48
4626;Bunde;Word;Train;71
4627;bohrt;Word;Train;86
4628;antik;Word;Train;69
4629;Aktes;Word;Test;9
4630;adieu;Word;Test;15
4631;Adels;Word;Test;11
4632;Zyste;Word;Train;96
4633;Zuend;Word;Test;10
4634;zisch;Word;Train;79
4635;umhin;Word;Train;71
4636;Teste;Word;Test;15
4637;tauge;Word;Test;16
4638;Stunk;Word;Train;26
4639;sooft;Word;Test;15
4640;Rugby;Word;Train;42
4641;Rocks;Word;Train;92
4642;Reims;Word;Train;35
4643;raube;Word;Train;60
4644;rammt;Word;Train;68
4645;probe;Word;Train;49
4646;Porto;Word;Train;32
4647;nickt;Word;Train;91
4648;Nervt;Word;Train;24
4649;Nagle;Word;Test;14
4650;Mayas;Word;Test;0
4651;Lenkt;Word;Train;22
4652;Laien;Word;Test;1
4653;Kappa;Word;Train;65
4654;Jemen;Word;Test;11
4655;Hecke;Word;Train;49
4656;Haust;Word;Train;77
4657;Galle;Word;Train;70
4658;Finte;Word;Test;5
4659;Eigen;Word;Train;41
4660;duzen;Word;Train;50
4661;Duenn;Word;Train;62
4662;Duene;Word;Test;7
4663;Dumas;Word;Train;74
4664;Dankt;Word;Train;32
4665;Chlor;Word;Train;100
4666;Boots;Word;Train;44
4667;biege;Word;Train;34
4668;Belag;Word;Train;44
4669;Amsel;Word;Test;10
4670;zumal;Word;Test;9
4671;weben;Word;Train;22
4672;Traut;Word;Train;79
4673;Totem;Word;Train;87
4674;taufe;Word;Train;100
4675;tatet;Word;Train;49
4676;Sofas;Word;Train;64
4677;sauge;Word;Train;80
4678;Saudi;Word;Test;0
4679;Rapid;Word;Test;10
4680;Quitt;Word;Train;48
4681;Putzt;Word;Test;11
4682;naeht;Word;Train;99
4683;Nager;Word;Train;37
4684;Mings;Word;Train;24
4685;logen;Word;Train;99
4686;lobte;Word;Train;53
4687;lauen;Word;Train;99
4688;Joule;Word;Train;85
4689;Isaak;Word;Train;97
4690;Hydra;Word;Test;20
4691;Hirse;Word;Train;59
4692;hegte;Word;Test;13
4693;Hafer;Word;Train;31
4694;Frech;Word;Train;76
4695;emsig;Word;Train;94
4696;eisig;Word;Train;54
4697;Duese;Word;Train;93
4698;deale;Word;Train;65
4699;Bytes;Word;Train;47
4700;Bueck;Word;Train;75
4701;Blieb;Word;Train;86
4702;Wiegt;Word;Train;37
4703;Walde;Word;Train;29
4704;Ungut;Word;Train;25
4705;tippt;Word;Test;7
4706;Snobs;Word;Train;24
4707;Sesam;Word;Train;93
4708;Seiko;Word;Train;93
4709;Saeue;Word;Train;63
4710;Ruhms;Word;Test;10
4711;Rommé;Word;Train;34
4712;Reist;Word;Train;38
4713;Reime;Word;Train;85
4714;Notar;Word;Train;23
4715;Modem;Word;Train;53
4716;Magma;Word;Train;94
4717;Loren;Word;Train;80
4718;Leihe;Word;Train;86
4719;Legal;Word;Train;59
4720;Kokon;Word;Train;38
4721;Koche;Word;Train;80
4722;kneif;Word;Test;7
4723;Kilos;Word;Train;86
4724;Kanon;Word;Train;43
4725;Human;Word;Test;13
4726;Hofes;Word;Train;66
4727;hoben;Word;Test;11
4728;hinkt;Word;Train;68
4729;Hiebe;Word;Train;27
4730;heizt;Word;Train;59
4731;Heide;Word;Train;37
4732;hegst;Word;Train;50
4733;Harke;Word;Test;18
4734;hallt;Word;Train;48
4735;fiele;Word;Train;74
4736;Feine;Word;Train;40
4737;enges;Word;Train;89
4738;Elche;Word;Train;65
4739;dufte;Word;Train;57
4740;Bumst;Word;Train;63
4741;Bowle;Word;Train;81
4742;Bluts;Word;Train;98
4743;Atlas;Word;Test;20
4744;zogst;Word;Test;12
4745;Zahle;Word;Train;63
4746;Yahoo;Word;Train;53
4747;Wider;Word;Train;78
4748;wehte;Word;Test;2
4749;Wehrt;Word;Train;99
4750;Wanst;Word;Train;68
4751;Vista;Word;Train;51
4752;tutet;Word;Test;17
4753;Tulpe;Word;Test;18
4754;toent;Word;Train;37
4755;tappe;Word;Train;78
4756;Tanja;Word;Train;76
4757;Tales;Word;Train;28
4758;Sigma;Word;Test;0
4759;ruhte;Word;Train;37
4760;rosig;Word;Train;62
4761;Renne;Word;Train;77
4762;Radau;Word;Train;40
4763;Quark;Word;Train;52
4764;Psalm;Word;Train;24
4765;plump;Word;Train;90
4766;oelen;Word;Test;6
4767;Oefen;Word;Test;2
4768;nagen;Word;Train;25
4769;Mokka;Word;Train;31
4770;Manne;Word;Test;10
4771;Manch;Word;Train;42
4772;Lider;Word;Train;98
4773;licht;Word;Train;24
4774;Lamas;Word;Train;39
4775;Jeeps;Word;Train;84
4776;Hufen;Word;Train;23
4777;Hirne;Word;Train;59
4778;Heine;Word;Train;57
4779;Filet;Word;Train;78
4780;faxen;Word;Train;98
4781;Fasan;Word;Test;12
4782;elfte;Word;Train;69
4783;Echos;Word;Train;61
4784;Ebert;Word;Test;1
4785;Dogge;Word;Test;9
4786;Curie;Word;Train;33
4787;Crews;Word;Train;23
4788;Blast;Word;Train;53
4789;Bisse;Word;Train;49
4790;Basar;Word;Train;87
4791;apart;Word;Train;24
4792;anzog;Word;Train;90
4793;Aktiv;Word;Train;29
4794;Zorro;Word;Train;60
4795;Zarte;Word;Train;34
4796;Worms;Word;Test;12
4797;Wolfs;Word;Test;16
4798;Vikar;Word;Test;12
4799;Tuten;Word;Train;96
4800;Trott;Word;Train;33
4801;Tarif;Word;Train;51
4802;Takte;Word;Train;92
4803;surft;Word;Train;44
4804;surfe;Word;Train;82
4805;Sinus;Word;Test;3
4806;Senke;Word;Test;9
4807;Seils;Word;Train;33
4808;Saure;Word;Train;77
4809;sasst;Word;Train;96
4810;roher;Word;Train;76
4811;Ritze;Word;Train;96
4812;rings;Word;Train;82
4813;Revue;Word;Train;67
4814;Pumps;Word;Train;29
4815;prall;Word;Test;17
4816;Plato;Word;Train;90
4817;Nelke;Word;Train;34
4818;Musse;Word;Train;64
4819;Meier;Word;Train;29
4820;meide;Word;Train;36
4821;Makel;Word;Train;60
4822;mahlt;Word;Train;89
4823;Logos;Word;Train;67
4824;Leica;Word;Test;2
4825;leibt;Word;Train;90
4826;Lauge;Word;Train;78
4827;Lauch;Word;Test;0
4828;Larve;Word;Train;33
4829;Lahme;Word;Train;56
4830;huste;Word;Train;77
4831;horte;Word;Train;69
4832;Hielt;Word;Train;31
4833;Heult;Word;Test;7
4834;hetze;Word;Train;90
4835;Helfe;Word;Test;4
4836;heckt;Word;Test;9
4837;Hacke;Word;Train;63
4838;Grete;Word;Train;93
4839;grabt;Word;Train;90
4840;Ghana;Word;Train;84
4841;Gable;Word;Train;25
4842;Flair;Word;Train;87
4843;Flach;Word;Test;9
4844;Felle;Word;Train;63
4845;Fazit;Word;Train;43
4846;Fange;Word;Train;43
4847;Eseln;Word;Train;81
4848;Erbse;Word;Train;34
4849;Cisco;Word;Train;27
4850;Braue;Word;Train;73
4851;Biege;Word;Test;17
4852;Beere;Word;Train;72
4853;Barke;Word;Test;4
4854;bahnt;Word;Test;15
4855;Bachs;Word;Train;69
4856;Antje;Word;Train;92
4857;akute;Word;Train;53
4858;zuend;Word;Train;95
4859;Zauns;Word;Train;44
4860;wirre;Word;Test;4
4861;Vulva;Word;Train;47
4862;Volke;Word;Train;46
4863;Versa;Word;Train;80
4864;trueb;Word;Train;45
4865;Topas;Word;Train;55
4866;Tanne;Word;Train;74
4867;Spreu;Word;Train;54
4868;Solos;Word;Train;42
4869;Shops;Word;Test;8
4870;seilt;Word;Test;4
4871;Scheu;Word;Train;63
4872;Schah;Word;Train;33
4873;Saite;Word;Train;50
4874;Rollt;Word;Test;9
4875;Pumas;Word;Train;65
4876;Prosa;Word;Train;65
4877;Pools;Word;Train;62
4878;Pegel;Word;Train;71
4879;pause;Word;Test;13
4880;Ninas;Word;Test;19
4881;Mainz;Word;Train;25
4882;maeht;Word;Train;30
4883;Lotse;Word;Train;59
4884;Lochs;Word;Train;85
4885;laust;Word;Train;77
4886;Kochs;Word;Train;77
4887;kickt;Word;Train;21
4888;kette;Word;Train;75
4889;Kader;Word;Train;26
4890;Hirns;Word;Train;28
4891;Hertz;Word;Train;62
4892;herbe;Word;Train;81
4893;Hanoi;Word;Train;67
4894;Getto;Word;Train;79
4895;gelte;Word;Train;91
4896;Furie;Word;Train;53
4897;Fuegt;Word;Train;81
4898;Foren;Word;Test;12
4899;Foehn;Word;Test;20
4900;Felds;Word;Test;7
4901;falte;Word;Train;96
4902;erlag;Word;Test;11
4903;Endet;Word;Train;57
4904;Eisig;Word;Train;75
4905;Edlen;Word;Train;52
4906;drohe;Word;Train;66
4907;Drehe;Word;Test;9
4908;deute;Word;Train;75
4909;derbe;Word;Train;22
4910;Clone;Word;Test;16
4911;Civil;Word;Train;87
4912;buche;Word;Train;94
4913;Brave;Word;Test;0
4914;boomt;Word;Test;3
4915;Baust;Word;Test;9
4916;Ahlen;Word;Train;34
4917;zollt;Word;Train;56
4918;Zirka;Word;Train;41
4919;zehrt;Word;Test;8
4920;wuest;Word;Train;99
4921;Wuchs;Word;Train;78
4922;Wisse;Word;Train;75
4923;wirbt;Word;Test;3
4924;vagen;Word;Train;91
4925;Unmut;Word;Train;90
4926;umsah;Word;Test;12
